FILENAME,FILEENTRYID,COMPANYID,FOLDERID
Portaria Interministerial nº 482_1999_Procedimentos de instalações de Unidade de Esterilização por óxido de etileno e de suas misturas.pdf,76455,35901,75753
Portaria Inmetro nº 442_2011_Alterar o Regulamento Técnico Metrológico.pdf,76466,35901,75753
Portaria Inmetro nº 441 de 23 de novembro de 2011_Substância termométrica para termômetro.pdf,76477,35901,75753
Portaria INMETRO nº 236 de 22 de dezembro de 1994_Aprovar o Regulamento Técnico Metrológico.pdf,76488,35901,75753
Portaria INMETRO NIT-DICLA 035.2007_Requisitos Gerais para Laboratórios segundo os princípios das boas práticas de Laboratório.pdf,76499,35901,75753
Portaria de Consolidação nº 5 de 03 de outubro de 2017_Instrução Normativa de Vigilância em Saúde do Trabalhador no SUS.pdf,76510,35901,75753
Portaria de Consolidação nº 3 – 2017 – Ministério da Saúde – Diretrizes para Organização da Rede de Atenção à Saúde do SUS.pdf,76517,35901,75753
Portaria de Consolidação n.º 06 – Financiamento e as tranferências de recursos federais para as ações e os serviços do SUS.pdf,76529,35901,75753
Portaria de Consolidação N 06_2017 SUS – Financiamento e a transferência dos recursos federais para as ações e os serviços de saúde do SUS.pdf,76541,35901,75753
"Resolução nº 218 de 29 de junho de 1973_CONFEA – Discrimina atividades das diferentes modalidades profissionais da Engenharia, Arquitetura e Agronomia.pdf",77113,35901,76752
Resolução nº 2_2010_Dispõe sobre o gerenciamento de tecnologias em saúde em estabelecimentos de saúde.pdf,77168,35901,76752
Resolução CONARQ N 14 – 2001.pdf,77179,35901,76752
Resolução CFM nº 1.826_2007_Resolução Dispõe sobre a legalidade e o caráter.pdf,77188,35901,76752
Portaria MS nº 61_2014_ Diretrizes para disponibilização das versões mensais e ou arquivos de configuração dos sistemas de informação.pdf,76279,35901,75753
Resolução RDC nº302_ 2005_Dispõe sobre Regulamento Técnico para funcionamento de Laboratórios Clínicos.pdf,76882,35901,76752
2° Quadrimestre-2015.pdf,57841,35901,57791
1° Quadrimestre-2015.pdf,57855,35901,57791
Organograma da AJL.pdf,53972,35901,53930
Organograma do FSDF.pdf,53983,35901,53930
SVS – Subsecretaria de Vigilância em Saúde.pdf,54103,35901,54009
Controladoria Setorial da Saúde.pdf,54114,35901,54009
SUAG – Subsecretaria de Administração Geral.pdf,54037,35901,54009
SAIS – Subsecretaria de Atenção Integral à Saúde.pdf,54047,35901,54009
SUGEP – Subsecretaria de Gestão de Pessoas.pdf,54070,35901,54009
"Portaria MS n° 121 de 25 de janeiro de 2012_Unidade de Acolhimento para pessoas com necessidades decorrentes do uso de Crack, Álcool e Outras Drogas.pdf",70678,35901,69556
Portaria nº 017 – Ministério da Saúde – Redefine as regras e critérios para o Programa Saúde na Escola.pdf,70999,35901,69556
Portaria nº 1.600- 2006 – Ministério da Saúde – Constituição do Observatório das Experiências de Medicina Antroposofica do SUS.pdf,71062,35901,69556
Portaria nº 1.599 -2015- Ministério da Saúde – Dispõe sobre o Programa de melhoria do acesso e qualidade dos Centros de Especialidades Odontologicas.pdf,71069,35901,69556
Portaria SES – DF nº 340-2016.pdf,71599,35901,69556
Portaria Minsitério da Saúde nº 142-2014.pdf,71676,35901,69556
Portaria nº 424- 2013- Ministério da Saúde -Redefine as diretrizes da Prevenção e Tratamento do sobrepeso e Obesidade.pdf,70822,35901,69556
Portaria nº 2715- 2011- Ministério da Saúde -Atualiza a Política Nacional de Alimentação e Nutrição.pdf,70844,35901,69556
Portaria nº 2436-2017- Ministério da Saúde – Aprova a Política Nacional de Atenção Básica.pdf,70855,35901,69556
Portaria nº 2436 – 2017 – Aprova a Política Nacional de Atenção Básica no âmbito do SUS.pdf,70864,35901,69556
Portaria nº 1600- 2011 -Ministério da Saúde – Reformula a Política Nacional de Atenção às Urgências.pdf,70899,35901,69556
Portaria nº 963-2013 – Ministério da Saúde -Redefine a Atenção Domiciliar no âmbito do SUS.pdf,70921,35901,69556
Portaria Ministério da Saúde nº 48 – 1999.pdf,71687,35901,69556
Portaria Ministério da Saúde nº 245-2017.pdf,71720,35901,69556
Portaria Ministério da Saúde nº 95-2014.pdf,71727,35901,69556
Portaria Ministério da Saúde nº 94-2014.pdf,71734,35901,69556
Portaria Ministério da Saúde nº 3.992-2017.pdf,71745,35901,69556
Resolução RDC nº63_2011_Dispõe sobre os Requisitos de Boas Práticas de Funcionamento para Serviços de Saúde.pdf,76913,35901,76752
"Resolução nº 218 _1973_CONFEA – Discrimina atividades das diferentes modalidades profissionais da Engenharia, Arquitetura e Agronomia.pdf",77124,35901,76752
Resolução nº 70_2008_Dispõe sobre a notificação de Gases Medicinais.pdf,77135,35901,76752
AVISO DE PRORROGACAO DE PRAZO PARA RECEBIMENTO DE PROPOSTAS - EDITAL DE CHAMAMENTO PUBLICO N 01-2021.pdf,53747,35901,53685
Chamamento Público 001-2018.pdf,53694,35901,53682
EDITAL DE CHAMAMENTO PÚBLICO RETIFICADO PARA LOCAÇÃO DE IMÓVEIS Nº 01-2021.pdf,53725,35901,53685
RETIFICAÇÃO DO EDITAL DE CHAMAMENTO PÚBLICO PARA LOCAÇÃO DE IMÓVEL Nº 012021-SESDF.pdf,53736,35901,53685
Organograma SES.pdf,53950,35901,53930
Quando o Ácido Úrico está elevado.pdf,56592,35901,55727
Nota_Tecnica_3_2018_COAPS_2___Anexo___Lista_de_Centros_de_Referencia_Assistencia_Social.pdf,63962,35901,63767
Nota_Tecnica_7_2018_COAPS – Atencao_a_Saude_aos_Beneficiarios_do_Programa_Bolsa_Família.pdf,64017,35901,63767
Portaria SES – DF n.º 218-2012 – Normatiza a prescrição de medicamentos e a solicitação de exames por Enfermeiro.pdf,70833,35901,69556
Portaria nº 1920-2013 – Ministério da Saúde – Institui a Estratégia Amamenta e Alimenta Brasil.pdf,70873,35901,69556
Portaria nº 1645 – 2015 – Ministério da Saúde – Dispõe sobre o Programa Nacional de Melhoria do Acesso e da Qualidade da Atenção Básica.pdf,70888,35901,69556
Portaria nº 971- 2006 – Ministério da Saúde – Política Nacional de Práticas Integrativas e Complementares no SUS.pdf,70910,35901,69556
Portaria nº 886 -2010 – Ministério da Saúde – Institui a Farmácia Viva no âmbito do Sistema Unico de Saúde.pdf,70932,35901,69556
Portaria nº 825- 2016 – Ministério da Saúde -Redefine a Atenção Domiciliar no âmbito do SUS.pdf,70944,35901,69556
"Portaria nº 730 – 2005 – Ministério da Saúde – Programa Nacional de Suplementação de Ferro, destinado a prevenir a anemia ferropriva.pdf",70953,35901,69556
Portaria nº 729 – 2005 – Ministério da Saúde – Institui o Programa Nacional de Suplementação de Vitamina A.pdf,70966,35901,69556
Portaria nº 665-2012-Ministério da Saúde -Critérios de habilitação dos estabelecimentos Hospitalares para Atendimento de Urgência Pacientes com AVC.pdf,70977,35901,69556
Portaria nº 483-2014 – Ministério da Saúde – Redefine a Rede de Atenção à Saúde das Pessoas com Doenças Crônicas no âmbito do SUS.pdf,70984,35901,69556
Portaria nº 10- 2017 -Ministério da Saúde – Redefine modelo assistencial e financiamento de UPA 24h como Componente da Rede de Atenção às Urgências.pdf,71010,35901,69556
Portaria nº 6 – 2017 – Ministério da Saúde – Financiamento e Transferência dos Recursos Federais para Ações e Serviços de Saúde do SUS.pdf,71021,35901,69556
Portaria nº 2.994 -2011 – Ministério da Saúde – Aprova a Linha de Cuidado do Infarto Agudo do Miocárdio e Sindromes Coronianas.pdf,71029,35901,69556
Portaria nº 2.952- 2011 – Ministério da Saúde -Regulamenta a declaração de Emergência em Saúde Pública e institui a Força Nacional do SUS.pdf,71037,35901,69556
Portaria nº 2.395 – 2011 – Ministério da Saúde – Organiza o Componente Hospitalar da Rede de Atenção às Urgências no SUS.pdf,71044,35901,69556
Resolução nº 36_2008_Dispõe sobre Regulamento Técnico para Funcionamento dos Serviços de Atenção Obstétrica e Neonatal.pdf,77146,35901,76752
Resolução nº 7_2010_Requisitos mínimos para funcionamento de Unidades de Terapia Intensiva e dá outras providências.pdf,77157,35901,76752
Portaria MS nº 3.462_2010_Estabelece critérios para alimentação dos Bancos de Dados Nacionais dos Sistemas de Informação da Atenção à Saúde.pdf,76312,35901,75753
Portaria MS nº 2.848_2007_Tabela de Procedimentos Medicamentos Órteses e Próteses e Materiais Especiais do SUS com sua estrutura e seus respectivos atributos.pdf,76323,35901,75753
Portaria MS nº 2.600 de 21 de outubro de 2009_Aprova o Regulamento Técnico do Sistema Nacional de Transplantes.pdf,76334,35901,75753
Lei Distrita n.º 318-1992 – Cria as Gratificações de Incentivo às Ações Básicas de Saúde e de Movimentação para os servidores da Saúde.pdf,60978,35901,60712
Instrução Normativa 01-2011.pdf,60596,35901,60504
Instrução Normativa GDF nº 02-2014.pdf,60607,35901,60504
Instrução Normativa SES – DF nº 01 -2013 – Define normas e procedimentos para avaliação da inserção de Yoga.pdf,60614,35901,60504
Instrução Normativa ANVISA nº 05 – 2010 – Estabelece a Lista de Referências Bibliográficas para Avaliação de Segurança dos Medicamentos Fitoterápicos.pdf,60625,35901,60504
Instrução Normativa ANVISA nº 05- 2008 – Determina a Publicação da Lista de Medicamentos Fitoterápicos de Registro Simplificado.pdf,60640,35901,60504
Lei 5.174 -2013- Dispõe sobre a jornada de trabalho da Carreira de Assistencia Pública à Saúde no DF.pdf,60730,35901,60721
"Lei n.º 6.184 -2018-Dispõe sobre a inclusão do Janeiro Branco, mês dedicado à realização de ações educativas para a difusão da saúde mental, no calendário oficial de eventos do DF.pdf",60739,35901,60721
Lei Distrital n.º 318-1992 – Cria as Gratificações de Incentivo às Ações Básicas de Saúde e de Movimentação para os servidores da Saúde.pdf,61045,35901,60712
"Decreto n.º 29.290-2008- Dispõe sobre afastamento para estudo, congressos, seminários ou reuniões similares no âmbito do GDF.pdf",60778,35901,60715
Lei n.º 6.112-2018 – Implantação do Programa de Integridade para Empresas contratarem com o Poder Público.pdf,60789,35901,60715
Lei n.º 6137-2018 – Cria a remuneração por Trabalho em Periodo Definido no âmbito da SES.pdf,60800,35901,60715
Lei nº 2.545 – 2000 – Dispõe sobre a proteção dos documentos de arquivos públicos.pdf,61056,35901,60712
Lei nº 4.101- 2008-Dispensa o pagamento das despesas com funeral a pessoa que tiver doado orgãos.pdf,61068,35901,60712
Periodontia.pdf,66825,35901,64650
Nota_Tecnica_4_2018_COAPS___Esclarecimentos_sobre_a_realizacao_do_rastreamento_do_Cancer_de_Mama_pelos_profissionais_na_Atencao_Primaria_de_Saude.pdf,63973,35901,63767
Nota_Tecnica_6_2018_COAPS_2___Anexo___Utilizacao_do_e_SUS_AB_na_APS.pdf,64006,35901,63767
Nota_Tecnica_7_2018_COAPS_2___Anexo_I___Atendimento_ao_PBF.pdf,64028,35901,63767
Nota_Tecnica_8_2018_COAPS___Definição_do_metodo_de_calculo_do_indicador_cobertura_populacional_estimada_pelas_equipes_de_Saúde_da_Família_no_Distrito_Federal.pdf,64039,35901,63767
Nota_Tecnica_8_2018_COAPS_2___Anexo___Tabela__Calculo_cobertura.pdf,64050,35901,63767
Nota_Tecnica_10_2018_COAPS___Atendimento_ao_usuario_imigrante_ou_refugiado_nos_serviços_da_APS_do_DF.pdf,64061,35901,63767
Nota Técnica SES – DF nº 01 – 2015 – Normatizar a Implantação da Caderneta da Gestante.pdf,64072,35901,63767
Portaria nº 2.338-2011 – Ministério da Saúde – Implantação do componente Sala de Estabilização da Rede de Atenção às Urgências.pdf,71051,35901,69556
Portaria n° 3.502- 2017 – Minsitério da Saúde – Institui no âmbito do SUS a Estratégia de fortalecimento das crianças vítimas da Zika.pdf,71082,35901,69556
Portaria n° 3.091- 2013 – Ministério da Saúde -Altera a Portaria 121 de 25.01.2012.pdf,71107,35901,69556
"Portaria n° 2.837- 2011- Ministério da Saúde – Redefine o Comitê Técnico de Saúde Integral de Lésbicas,Gays,Bissexuais,Transexuais.pdf",71118,35901,69556
"Portaria Interministerial MTE_MS nº 2647-2014 – Regulamenta Condições de isolamento,ventilação de proteção ao trabalhador.pdf",71319,35901,69556
Portaria Interministerial MS e ME nº 1.055-2017 – Redefine as regras e critérios para adesão ao Programa Saúde na Escola por Estados e DF.pdf,71330,35901,69556
Portaria Interministerial 2.509-2004 -Dispõe sobre atribuições e normas para oferta e monitoramento do Bolsa Família.pdf,71341,35901,69556
Portaria Exército Brasileiro nº 48 -2010 -Implantação de Núcleos de Estudos em Terapias Integradas no Âmbito do Serviço de Saude do Exercito.pdf,71352,35901,69556
Portaria n° 1.029-2014 – Ministério da Saúde – Amplia o rol das categorias profissionais que podem compor equipes de Consultório na Rua.pdf,71253,35901,69556
Portaria n.º 4.279-2010 – Ministério da Saúde – Estabelece diretrizes para a organização da Rede de Atenção à Saúde no âmbito do SUS.pdf,71264,35901,69556
Portaria Interministerial n.º 1.369 MS e MEC- Dispõe sobre a implementação do Projeto Mais Médico no Brasil.pdf,71308,35901,69556
Portaria de Consolidação nº 3 – 2017 – Ministério da Saúde – Diretrizes para Organização da Rede de Atenção à Saúde do SUS.pdf,71363,35901,69556
Portaria de Consolidação nº 2 – 2017- Ministério da Saúde -Consolidação das normas sobre Politicas Nacionais do SUS.pdf,71370,35901,69556
Portaria Conjunta SES -SECRIA n.º 4 -2017 – Regula as ações conjutnas entre Secretaria de Saúde e da Criança e Adolescente.pdf,71390,35901,69556
Portaria conjunta SES e SEE – DF nº 19 -2017 – Define critérios de medicação no âmbito escolar.pdf,71397,35901,69556
Portaria MS nº 2.203_1996_Aprova a Norma Operacional Básica – NOB 01_96 que redefine o modelo de gestão do Sistema Único de Saúde.pdf,76341,35901,75753
Portaria MS nº 2.148_2017_Envio de dados de serviços da Atenção Básica para o Conjunto Mínimo de Dados – CMD.pdf,76352,35901,75753
Portaria MS nº 2.148 de 28 de agosto de 2017_Envio de dados de serviços da Atenção Básica para o Conjunto Mínimo de Dados – CMD.pdf,76359,35901,75753
"Portaria MS nº 1.541_2007_Prorroga a implantação da Tabela de Procedimentos, Medicamentos Órteses e Próteses e Materiais Especiais – OPM do SistemaÚnico de Saúde – SUS.pdf",76370,35901,75753
Portaria Consolidaçao nº 06_SUS.pdf,76556,35901,75753
Portaria Conjunta MS nº 20_2005_Torna obrigatório identificar na AIH através da CID 10 os procedimentos de notificação compulsória.pdf,76570,35901,75753
Portaria Conjunta MS nº 2_2012_Preenchimento do número do Cartão Nacional de Saúde do usuário.pdf,76577,35901,75753
Resolução 2.173 de 23 de novembro de 2017_Define os critérios do diagnóstico de morte encefálica.pdf,77201,35901,76752
Resolução nº 1 de 10 de fevereiro de 2014_Diretrizes para o cumprimento das Medidas de Segurança.pdf,77234,35901,76749
Resolução RDC nº154 _2004_Estabelece o Regulamento Técnico para o funcionamento dos serviços de diálise.pdf,76904,35901,76752
Resolução RDC nº154_2004_Estabelece o Regulamento Técnico para o funcionamento dos.pdf,76893,35901,76752
Lei nº 4.990-2012 – Regula o acesso a informação no Distrito Federal.pdf,61079,35901,60712
Lei Comlementar nº 11_1996_Criação do FSDF.pdf,60923,35901,60712
1° Quadrimestre-2014.pdf,57775,35901,57745
"1°, 2° e 3° Quadrimestre-2013.pdf",57727,35901,57718
2° Quadrimestre-2014.pdf,57764,35901,57745
3° Quadrimestre-2016.pdf,57902,35901,57794
1º Quadrimestre-2016.pdf,57920,35901,57794
1° Quadrimestre-2017.pdf,57973,35901,57797
1º Quadrimestre-2019.pdf,58078,35901,57803
APOSENTADORIAS_SES de janeiro a 10.08.18.pdf,58303,35901,58260
1° Quadrimestre-2020.pdf,58134,35901,57806
3º Quadrimestre-2020.pdf,58110,35901,57806
2° Quadrimestre-2020.pdf,58117,35901,57806
2º Quadrimestre-2021.pdf,58186,35901,58176
Nota_Tecnica_2_2017_COAPS___Esclarecimentos_sobre_a_Portaria_n__77_de_14_de_Fevereiro_de_2017_aplicada_ao_Programa_Mais_Medicos_para_o_Brasil.pdf,64083,35901,63767
MANUAL_DE_GERENCIAMENTO_LOCAL_DA_APS_DF.pdf,63841,35901,63767
Nota_Tecnica_2_2018_COAPS_2___Anexo_I_a_V___e_SUS_AB.pdf,63929,35901,63767
"Portaria Conjunta nº 01- 2010 – Regula ações entre a Secretaria de Saúde e Segurança Pública, quanto à Política de Assistência ao preso.pdf",71422,35901,69556
Portaria nº 4.279 – 2010 -Ministério da Saúde- Estabelece diretrizes para a organização da Rede de Atenção à Saúde no âmbito do SUS.pdf,71429,35901,69556
De_Para_Locais de Estoque_Anexo Portaria.pdf,75692,35901,74511
"Anexo I – Locais de Estoque, Centro de Custos e Almoxarifado.pdf",75703,35901,74511
Fluxo de Acesso ao SIS Materiais.pdf,75710,35901,74511
Portaria 1417- SISMATERIAIS – 21DEZ2018.pdf,75721,35901,74511
Portaria SES-DF nº 342 – 2017.pdf,71577,35901,69556
"Portaria n° 2.836 -2011- Ministério da Saúde – Institui a Política Nacional de Saúde Integral de Lésbicas, Gays e LGBTS.pdf",71231,35901,69556
Portaria n° 1.130-2015- Ministério da Saúde – Institui a Política Nacional de Atenção Integral à Saúde da Criança no âmbito do SUS.pdf,71242,35901,69556
